"","Family","Family_gardenID","Garden","Trait","Environment","value"
"1711","MSK_02","MSK_02_Vermont","Vermont","BudBreak2020","home",561.321256968144
"1712","MSK_02","MSK_02_Vermont","Vermont","BudBreak2020","away",705.839589876445
"1713","MSK_03","MSK_03_Vermont","Vermont","BudBreak2020","home",546.891865516856
"1714","MSK_03","MSK_03_Vermont","Vermont","BudBreak2020","away",663.589348296493
"1715","MSK_04","MSK_04_Vermont","Vermont","BudBreak2020","home",568.847498595391
"1716","MSK_04","MSK_04_Vermont","Vermont","BudBreak2020","away",692.424141533649
"1717","MT_01","MT_01_Vermont","Vermont","BudBreak2020","home",572.941832395561
"1718","MT_01","MT_01_Vermont","Vermont","BudBreak2020","away",687.280329598494
"1719","MT_04","MT_04_Vermont","Vermont","BudBreak2020","home",561.652111182686
"1720","MT_04","MT_04_Vermont","Vermont","BudBreak2020","away",715.621048733822
"1721","MT_05","MT_05_Vermont","Vermont","BudBreak2020","home",574.650802770122
"1722","MT_05","MT_05_Vermont","Vermont","BudBreak2020","away",685.789011244634
"1723","MT_07","MT_07_Vermont","Vermont","BudBreak2020","home",572.142560097304
"1724","MT_07","MT_07_Vermont","Vermont","BudBreak2020","away",704.217031303953
"1725","MT_08","MT_08_Vermont","Vermont","BudBreak2020","home",566.579204231808
"1726","MT_08","MT_08_Vermont","Vermont","BudBreak2020","away",711.022344608422
"1727","MT_09","MT_09_Vermont","Vermont","BudBreak2020","home",580.89248841506
"1728","MT_09","MT_09_Vermont","Vermont","BudBreak2020","away",710.638367881382
"1729","MT_10","MT_10_Vermont","Vermont","BudBreak2020","home",574.371611458535
"1730","MT_10","MT_10_Vermont","Vermont","BudBreak2020","away",723.92005221636
"1731","MT_12","MT_12_Vermont","Vermont","BudBreak2020","home",564.980659635294
"1732","MT_12","MT_12_Vermont","Vermont","BudBreak2020","away",708.141775316555
"1733","NBTIC_543","NBTIC_543_Vermont","Vermont","BudBreak2020","home",560.973781403245
"1734","NBTIC_543","NBTIC_543_Vermont","Vermont","BudBreak2020","away",662.245460654421
"1735","NBTIC_552","NBTIC_552_Vermont","Vermont","BudBreak2020","home",572.689430617164
"1736","NBTIC_552","NBTIC_552_Vermont","Vermont","BudBreak2020","away",674.158996249324
"1737","NBTIC_565","NBTIC_565_Vermont","Vermont","BudBreak2020","home",578.068743519246
"1738","NBTIC_565","NBTIC_565_Vermont","Vermont","BudBreak2020","away",670.983565533881
"1739","NBTIC_623","NBTIC_623_Vermont","Vermont","BudBreak2020","home",564.82816689418
"1740","NBTIC_623","NBTIC_623_Vermont","Vermont","BudBreak2020","away",668.042727404336
"1741","NBTIC_624","NBTIC_624_Vermont","Vermont","BudBreak2020","home",564.191904077804
"1742","NBTIC_624","NBTIC_624_Vermont","Vermont","BudBreak2020","away",664.184741555638
"1743","NBTIC_627","NBTIC_627_Vermont","Vermont","BudBreak2020","home",572.689430617164
"1744","NBTIC_627","NBTIC_627_Vermont","Vermont","BudBreak2020","away",682.851737832849
"1745","NOR_01","NOR_01_Vermont","Vermont","BudBreak2020","home",564.191904077804
"1746","NOR_01","NOR_01_Vermont","Vermont","BudBreak2020","away",700.662501899289
"1747","NOR_02","NOR_02_Vermont","Vermont","BudBreak2020","home",559.19462314
"1748","NOR_02","NOR_02_Vermont","Vermont","BudBreak2020","away",683.356404500125
"1749","NOR_03","NOR_03_Vermont","Vermont","BudBreak2020","home",566.537137268742
"1750","NOR_03","NOR_03_Vermont","Vermont","BudBreak2020","away",680.757462129316
"1751","NOR_04","NOR_04_Vermont","Vermont","BudBreak2020","home",575.573455730453
"1752","NOR_04","NOR_04_Vermont","Vermont","BudBreak2020","away",707.757671909073
"1753","NOR_05","NOR_05_Vermont","Vermont","BudBreak2020","home",564.191904077804
"1754","NOR_05","NOR_05_Vermont","Vermont","BudBreak2020","away",692.077498143609
"1755","NOR_06","NOR_06_Vermont","Vermont","BudBreak2020","home",568.924437422745
"1756","NOR_06","NOR_06_Vermont","Vermont","BudBreak2020","away",670.386891217807
"1757","OCT_01","OCT_01_Vermont","Vermont","BudBreak2020","home",565.048871090705
"1758","OCT_01","OCT_01_Vermont","Vermont","BudBreak2020","away",677.95250187188
"1759","OCT_02","OCT_02_Vermont","Vermont","BudBreak2020","home",550.725217526258
"1760","OCT_02","OCT_02_Vermont","Vermont","BudBreak2020","away",661.332524323731
"1761","OCT_03","OCT_03_Vermont","Vermont","BudBreak2020","home",572.689430617164
"1762","OCT_03","OCT_03_Vermont","Vermont","BudBreak2020","away",681.521877714884
"1763","OCT_04","OCT_04_Vermont","Vermont","BudBreak2020","home",569.965594758631
"1764","OCT_04","OCT_04_Vermont","Vermont","BudBreak2020","away",684.876074913944
"1765","OCT_06","OCT_06_Vermont","Vermont","BudBreak2020","home",558.828366286872
"1766","OCT_06","OCT_06_Vermont","Vermont","BudBreak2020","away",676.03543302614
"1767","OCT_08","OCT_08_Vermont","Vermont","BudBreak2020","home",572.263502616119
"1768","OCT_08","OCT_08_Vermont","Vermont","BudBreak2020","away",694.154569583418
"1769","OKE_01","OKE_01_Vermont","Vermont","BudBreak2020","home",562.590376764873
"1770","OKE_01","OKE_01_Vermont","Vermont","BudBreak2020","away",709.888262210049
"1771","OKE_02","OKE_02_Vermont","Vermont","BudBreak2020","home",561.815485646604
"1772","OKE_02","OKE_02_Vermont","Vermont","BudBreak2020","away",694.929715375516
"1773","OKE_03","OKE_03_Vermont","Vermont","BudBreak2020","home",553.96437368235
"1774","OKE_03","OKE_03_Vermont","Vermont","BudBreak2020","away",680.991842699518
"1775","OKE_04","OKE_04_Vermont","Vermont","BudBreak2020","home",570.473241113281
"1776","OKE_04","OKE_04_Vermont","Vermont","BudBreak2020","away",681.955812738135
"1777","OKE_05","OKE_05_Vermont","Vermont","BudBreak2020","home",553.896038265749
"1778","OKE_05","OKE_05_Vermont","Vermont","BudBreak2020","away",663.617700356452
"1779","OKE_06","OKE_06_Vermont","Vermont","BudBreak2020","home",561.657811627707
"1780","OKE_06","OKE_06_Vermont","Vermont","BudBreak2020","away",681.717655434477
"1781","OWL_01","OWL_01_Vermont","Vermont","BudBreak2020","home",559.464629103247
"1782","OWL_01","OWL_01_Vermont","Vermont","BudBreak2020","away",680.492163282932
"1783","OWL_02","OWL_02_Vermont","Vermont","BudBreak2020","home",571.222345280232
"1784","OWL_02","OWL_02_Vermont","Vermont","BudBreak2020","away",680.19216324155
"1785","OWL_03","OWL_03_Vermont","Vermont","BudBreak2020","home",566.942031788253
"1786","OWL_03","OWL_03_Vermont","Vermont","BudBreak2020","away",694.016779044826
"1787","OWL_04","OWL_04_Vermont","Vermont","BudBreak2020","home",567.367959789298
"1788","OWL_04","OWL_04_Vermont","Vermont","BudBreak2020","away",697.781932607423
"1789","PRK_01","PRK_01_Vermont","Vermont","BudBreak2020","home",563.986959973965
"1790","PRK_01","PRK_01_Vermont","Vermont","BudBreak2020","away",720.219752859222
"1791","PRK_02","PRK_02_Vermont","Vermont","BudBreak2020","home",568.004222605673
"1792","PRK_02","PRK_02_Vermont","Vermont","BudBreak2020","away",720.219752859222
"1793","PRK_03","PRK_03_Vermont","Vermont","BudBreak2020","home",558.628548212308
"1794","PRK_03","PRK_03_Vermont","Vermont","BudBreak2020","away",703.530727081818
"1795","PRK_04","PRK_04_Vermont","Vermont","BudBreak2020","home",573.183717433191
"1796","PRK_04","PRK_04_Vermont","Vermont","BudBreak2020","away",694.754667526747
"1797","PRK_05","PRK_05_Vermont","Vermont","BudBreak2020","home",579.535828856177
"1798","PRK_05","PRK_05_Vermont","Vermont","BudBreak2020","away",723.259093686861
"1799","PRO_02","PRO_02_Vermont","Vermont","BudBreak2020","home",563.361081557248
"1800","PRO_02","PRO_02_Vermont","Vermont","BudBreak2020","away",694.402367060273
"1801","PRO_03","PRO_03_Vermont","Vermont","BudBreak2020","home",570.433589722742
"1802","PRO_03","PRO_03_Vermont","Vermont","BudBreak2020","away",674.504891380828
"1803","PRO_04","PRO_04_Vermont","Vermont","BudBreak2020","home",564.191904077804
"1804","PRO_04","PRO_04_Vermont","Vermont","BudBreak2020","away",668.216404481852
"1805","RP_01","RP_01_Vermont","Vermont","BudBreak2020","home",567.126074751667
"1806","RP_01","RP_01_Vermont","Vermont","BudBreak2020","away",701.496052462093
"1807","RP_03","RP_03_Vermont","Vermont","BudBreak2020","home",575.573455730453
"1808","RP_03","RP_03_Vermont","Vermont","BudBreak2020","away",718.975515109923
"1809","RP_05","RP_05_Vermont","Vermont","BudBreak2020","home",577.038102924126
"1810","RP_05","RP_05_Vermont","Vermont","BudBreak2020","away",713.094332737716
"1811","RP_06","RP_06_Vermont","Vermont","BudBreak2020","home",557.11939591231
"1812","RP_06","RP_06_Vermont","Vermont","BudBreak2020","away",715.779820269594
"1813","RP_11","RP_11_Vermont","Vermont","BudBreak2020","home",580.89248841506
"1814","RP_11","RP_11_Vermont","Vermont","BudBreak2020","away",705.424021811563
"1815","SAV_01","SAV_01_Vermont","Vermont","BudBreak2020","home",561.804603923801
"1816","SAV_01","SAV_01_Vermont","Vermont","BudBreak2020","away",699.641014272162
"1817","SAV_02","SAV_02_Vermont","Vermont","BudBreak2020","home",560.053566586173
"1818","SAV_02","SAV_02_Vermont","Vermont","BudBreak2020","away",677.493198500539
"1819","SAV_03","SAV_03_Vermont","Vermont","BudBreak2020","home",563.513574298363
"1820","SAV_03","SAV_03_Vermont","Vermont","BudBreak2020","away",708.141775316555
"1821","SAV_04","SAV_04_Vermont","Vermont","BudBreak2020","home",573.972472990681
"1822","SAV_04","SAV_04_Vermont","Vermont","BudBreak2020","away",709.888262210049
"1823","SAV_05","SAV_05_Vermont","Vermont","BudBreak2020","home",568.004222605673
"1824","SAV_05","SAV_05_Vermont","Vermont","BudBreak2020","away",705.404897235433
"1825","SAV_06","SAV_06_Vermont","Vermont","BudBreak2020","home",582.701367826904
"1826","SAV_06","SAV_06_Vermont","Vermont","BudBreak2020","away",698.235565566772
"1827","SAV_07","SAV_07_Vermont","Vermont","BudBreak2020","home",565.61692245167
"1828","SAV_07","SAV_07_Vermont","Vermont","BudBreak2020","away",685.403423229187
"1829","SPR_01","SPR_01_Vermont","Vermont","BudBreak2020","home",551.909300317686
"1830","SPR_01","SPR_01_Vermont","Vermont","BudBreak2020","away",692.580115310201
"1831","SPR_02","SPR_02_Vermont","Vermont","BudBreak2020","home",554.158933386531
"1832","SPR_02","SPR_02_Vermont","Vermont","BudBreak2020","away",687.45044195825
"1833","SPR_03","SPR_03_Vermont","Vermont","BudBreak2020","home",557.114160940308
"1834","SPR_03","SPR_03_Vermont","Vermont","BudBreak2020","away",630.343722788204
"1835","SPR_04","SPR_04_Vermont","Vermont","BudBreak2020","home",577.148528702174
"1836","SPR_04","SPR_04_Vermont","Vermont","BudBreak2020","away",696.897348336692
"1837","SPR_05","SPR_05_Vermont","Vermont","BudBreak2020","home",566.579204231808
"1838","SPR_05","SPR_05_Vermont","Vermont","BudBreak2020","away",699.479880862371
"1839","TWI_02","TWI_02_Vermont","Vermont","BudBreak2020","home",566.761718369459
"1840","TWI_02","TWI_02_Vermont","Vermont","BudBreak2020","away",682.69945637993
"1841","TWI_03","TWI_03_Vermont","Vermont","BudBreak2020","home",567.367959789298
"1842","TWI_03","TWI_03_Vermont","Vermont","BudBreak2020","away",671.41660564976
"1843","TWI_04","TWI_04_Vermont","Vermont","BudBreak2020","home",557.11939591231
"1844","TWI_04","TWI_04_Vermont","Vermont","BudBreak2020","away",681.601700048681
"1845","TWI_05","TWI_05_Vermont","Vermont","BudBreak2020","home",560.292269819715
"1846","TWI_05","TWI_05_Vermont","Vermont","BudBreak2020","away",687.987972688202
"1847","TWI_06","TWI_06_Vermont","Vermont","BudBreak2020","home",573.609645434236
"1848","TWI_06","TWI_06_Vermont","Vermont","BudBreak2020","away",703.543071191155
"1849","WA_412","WA_412_Maryland","Maryland","BudBreak2020","home",663.533939174863
"1850","WA_412","WA_412_Maryland","Maryland","BudBreak2020","away",699.556771560876
"1851","WA_414","WA_414_Maryland","Maryland","BudBreak2020","home",677.277217658772
"1852","WA_414","WA_414_Maryland","Maryland","BudBreak2020","away",712.740479441956
"1853","WA_416","WA_416_Maryland","Maryland","BudBreak2020","home",663.965310668308
"1854","WA_416","WA_416_Maryland","Maryland","BudBreak2020","away",693.151157262489
"1855","WA_418","WA_418_Maryland","Maryland","BudBreak2020","home",669.969437703295
"1856","WA_418","WA_418_Maryland","Maryland","BudBreak2020","away",697.40360642461
"1857","WA_419","WA_419_Maryland","Maryland","BudBreak2020","home",666.273548990179
"1858","WA_419","WA_419_Maryland","Maryland","BudBreak2020","away",684.650836080456
"1859","WCA_01","WCA_01_Vermont","Vermont","BudBreak2020","home",565.319146702488
"1860","WCA_01","WCA_01_Vermont","Vermont","BudBreak2020","away",674.75438950847
"1861","WCA_02","WCA_02_Vermont","Vermont","BudBreak2020","home",564.360171930069
"1862","WCA_02","WCA_02_Vermont","Vermont","BudBreak2020","away",695.604494402548
"1863","WCA_03","WCA_03_Vermont","Vermont","BudBreak2020","home",573.609645434236
"1864","WCA_03","WCA_03_Vermont","Vermont","BudBreak2020","away",718.501618025688
"1865","WCA_04","WCA_04_Vermont","Vermont","BudBreak2020","home",561.380731025917
"1866","WCA_04","WCA_04_Vermont","Vermont","BudBreak2020","away",680.924664670126
"1867","WCA_05","WCA_05_Vermont","Vermont","BudBreak2020","home",575.204660877383
"1868","WCA_05","WCA_05_Vermont","Vermont","BudBreak2020","away",708.975325879359
"1869","WCA_07","WCA_07_Vermont","Vermont","BudBreak2020","home",573.933947570492
"1870","WCA_07","WCA_07_Vermont","Vermont","BudBreak2020","away",711.026034523807
"1871","WHI_01","WHI_01_Vermont","Vermont","BudBreak2020","home",558.13688126457
"1872","WHI_01","WHI_01_Vermont","Vermont","BudBreak2020","away",690.331011250116
"1873","WHI_03","WHI_03_Vermont","Vermont","BudBreak2020","home",560.33751858687
"1874","WHI_03","WHI_03_Vermont","Vermont","BudBreak2020","away",686.724629223291
"1875","WHI_04","WHI_04_Vermont","Vermont","BudBreak2020","home",563.772317966557
"1876","WHI_04","WHI_04_Vermont","Vermont","BudBreak2020","away",685.029176037724
"1877","WHI_05","WHI_05_Vermont","Vermont","BudBreak2020","home",562.482933703243
"1878","WHI_05","WHI_05_Vermont","Vermont","BudBreak2020","away",696.897348336692
"1879","WHI_07","WHI_07_Vermont","Vermont","BudBreak2020","home",561.804603923801
"1880","WHI_07","WHI_07_Vermont","Vermont","BudBreak2020","away",677.95250187188
"1881","WHI_12","WHI_12_Vermont","Vermont","BudBreak2020","home",575.058742803396
"1882","WHI_12","WHI_12_Vermont","Vermont","BudBreak2020","away",714.27557332828
"1883","XBM_02","XBM_02_Vermont","Vermont","BudBreak2020","home",570.112751672315
"1884","XBM_02","XBM_02_Vermont","Vermont","BudBreak2020","away",677.583925092409
"1885","XBM_03","XBM_03_Vermont","Vermont","BudBreak2020","home",575.996945588239
"1886","XBM_03","XBM_03_Vermont","Vermont","BudBreak2020","away",688.794329600321
"1887","XBM_04","XBM_04_Vermont","Vermont","BudBreak2020","home",573.183717433191
"1888","XBM_04","XBM_04_Vermont","Vermont","BudBreak2020","away",670.473228454614
"1889","XBM_05","XBM_05_Vermont","Vermont","BudBreak2020","home",560.487347220857
"1890","XBM_05","XBM_05_Vermont","Vermont","BudBreak2020","away",656.002337051381
"1891","XBM_06","XBM_06_Vermont","Vermont","BudBreak2020","home",565.507070992926
"1892","XBM_06","XBM_06_Vermont","Vermont","BudBreak2020","away",666.061647924945
"1893","XBM_07","XBM_07_Vermont","Vermont","BudBreak2020","home",564.870233857246
"1894","XBM_07","XBM_07_Vermont","Vermont","BudBreak2020","away",657.539018701176
"1895","XCS_01","XCS_01_Vermont","Vermont","BudBreak2020","home",577.762419071603
"1896","XCS_01","XCS_01_Vermont","Vermont","BudBreak2020","away",701.840155915986
"1897","XCS_03","XCS_03_Vermont","Vermont","BudBreak2020","home",575.996945588239
"1898","XCS_03","XCS_03_Vermont","Vermont","BudBreak2020","away",719.5924064201
"1899","XCV_01","XCV_01_Vermont","Vermont","BudBreak2020","home",561.851929257251
"1900","XCV_01","XCV_01_Vermont","Vermont","BudBreak2020","away",711.022344608422
"1901","XCV_02","XCV_02_Vermont","Vermont","BudBreak2020","home",573.609645434236
"1902","XCV_02","XCV_02_Vermont","Vermont","BudBreak2020","away",697.810284667382
"1903","XCV_03","XCV_03_Vermont","Vermont","BudBreak2020","home",564.922262479274
"1904","XCV_03","XCV_03_Vermont","Vermont","BudBreak2020","away",697.810284667382
"1905","XCV_04","XCV_04_Vermont","Vermont","BudBreak2020","home",573.294143211239
"1906","XCV_04","XCV_04_Vermont","Vermont","BudBreak2020","away",702.408988792783
"1907","XCV_05","XCV_05_Vermont","Vermont","BudBreak2020","home",570.893061276883
"1908","XCV_05","XCV_05_Vermont","Vermont","BudBreak2020","away",706.582412018793
"1909","XDS_01","XDS_01_Vermont","Vermont","BudBreak2020","home",566.747472084072
"1910","XDS_01","XDS_01_Vermont","Vermont","BudBreak2020","away",697.403104461329
"1911","XDS_02","XDS_02_Vermont","Vermont","BudBreak2020","home",581.923129010181
"1912","XDS_02","XDS_02_Vermont","Vermont","BudBreak2020","away",722.711054816835
"1913","XDS_03","XDS_03_Vermont","Vermont","BudBreak2020","home",576.72260070113
"1914","XDS_03","XDS_03_Vermont","Vermont","BudBreak2020","away",686.788646659325
"1915","XDS_04","XDS_04_Vermont","Vermont","BudBreak2020","home",575.076730771167
"1916","XDS_04","XDS_04_Vermont","Vermont","BudBreak2020","away",697.810284667382
"1917","XDS_05","XDS_05_Vermont","Vermont","BudBreak2020","home",573.609645434236
"1918","XDS_05","XDS_05_Vermont","Vermont","BudBreak2020","away",709.888262210049
"1919","XDS_06","XDS_06_Vermont","Vermont","BudBreak2020","home",571.222345280232
"1920","XDS_06","XDS_06_Vermont","Vermont","BudBreak2020","away",711.022344608422
"1921","XFS_01","XFS_01_Vermont","Vermont","BudBreak2020","home",561.619747744558
"1922","XFS_01","XFS_01_Vermont","Vermont","BudBreak2020","away",707.484007525499
"1923","XFS_02","XFS_02_Vermont","Vermont","BudBreak2020","home",561.652111182686
"1924","XFS_02","XFS_02_Vermont","Vermont","BudBreak2020","away",691.237009529394
"1925","XFS_03","XFS_03_Vermont","Vermont","BudBreak2020","home",573.995267753576
"1926","XFS_03","XFS_03_Vermont","Vermont","BudBreak2020","away",694.016779044826
"1927","XGL_02","XGL_02_Vermont","Vermont","BudBreak2020","home",561.553906366495
"1928","XGL_02","XGL_02_Vermont","Vermont","BudBreak2020","away",701.771898083142
"1929","XGL_03","XGL_03_Vermont","Vermont","BudBreak2020","home",563.606221836517
"1930","XGL_03","XGL_03_Vermont","Vermont","BudBreak2020","away",681.031598342667
"1931","XGL_04","XGL_04_Vermont","Vermont","BudBreak2020","home",561.452530610791
"1932","XGL_04","XGL_04_Vermont","Vermont","BudBreak2020","away",691.033546455573
"1933","XGL_05","XGL_05_Vermont","Vermont","BudBreak2020","home",577.894900691963
"1934","XGL_05","XGL_05_Vermont","Vermont","BudBreak2020","away",687.463224879802
"1935","XPK_01","XPK_01_Vermont","Vermont","BudBreak2020","home",558.864068824302
"1936","XPK_01","XPK_01_Vermont","Vermont","BudBreak2020","away",684.650260490706
"1937","XPK_02","XPK_02_Vermont","Vermont","BudBreak2020","home",572.905582237183
"1938","XPK_02","XPK_02_Vermont","Vermont","BudBreak2020","away",705.404897235433
"1939","XPK_03","XPK_03_Vermont","Vermont","BudBreak2020","home",575.996945588239
"1940","XPK_03","XPK_03_Vermont","Vermont","BudBreak2020","away",690.937009488011
"1941","XPK_04","XPK_04_Vermont","Vermont","BudBreak2020","home",570.07472475971
"1942","XPK_04","XPK_04_Vermont","Vermont","BudBreak2020","away",701.866800000131
"1943","XSK_01","XSK_01_Vermont","Vermont","BudBreak2020","home",566.653696291094
"1944","XSK_01","XSK_01_Vermont","Vermont","BudBreak2020","away",700.662501899289
"1945","XSK_02","XSK_02_Vermont","Vermont","BudBreak2020","home",580.89248841506
"1946","XSK_02","XSK_02_Vermont","Vermont","BudBreak2020","away",716.954748636699
"1947","XSK_05","XSK_05_Vermont","Vermont","BudBreak2020","home",574.477851827421
"1948","XSK_05","XSK_05_Vermont","Vermont","BudBreak2020","away",711.374810038332
"1949","XWS_03","XWS_03_Vermont","Vermont","BudBreak2020","home",572.664650930522
"1950","XWS_03","XWS_03_Vermont","Vermont","BudBreak2020","away",711.022344608422
"1951","XWS_05","XWS_05_Vermont","Vermont","BudBreak2020","home",571.222345280232
"1952","XWS_05","XWS_05_Vermont","Vermont","BudBreak2020","away",681.995505622078
"1953","XWS_06","XWS_06_Vermont","Vermont","BudBreak2020","home",580.921642341988
"1954","XWS_06","XWS_06_Vermont","Vermont","BudBreak2020","away",695.559795324527
"1955","YRB_01","YRB_01_Vermont","Vermont","BudBreak2020","home",555.410425537748
"1956","YRB_01","YRB_01_Vermont","Vermont","BudBreak2020","away",689.196928851743
"1957","YRB_02","YRB_02_Vermont","Vermont","BudBreak2020","home",563.150746741917
"1958","YRB_02","YRB_02_Vermont","Vermont","BudBreak2020","away",697.810284667382
"1959","YRB_03","YRB_03_Vermont","Vermont","BudBreak2020","home",571.474747058629
"1960","YRB_03","YRB_03_Vermont","Vermont","BudBreak2020","away",682.851737832849
"1961","YRB_04","YRB_04_Vermont","Vermont","BudBreak2020","home",569.513374905671
"1962","YRB_04","YRB_04_Vermont","Vermont","BudBreak2020","away",661.292831439788
"1963","YRB_05","YRB_05_Vermont","Vermont","BudBreak2020","home",569.755259943301
"1964","YRB_05","YRB_05_Vermont","Vermont","BudBreak2020","away",701.881640477539
"1965","AB_05","AB_05_Vermont","Vermont","Growth2019","home",10.8671898671221
"1966","AB_05","AB_05_Vermont","Vermont","Growth2019","away",11.6145029093794
"1967","AB_08","AB_08_Vermont","Vermont","Growth2019","home",11.3586186889927
"1968","AB_08","AB_08_Vermont","Vermont","Growth2019","away",10.9274918090874
"1969","AB_12","AB_12_Vermont","Vermont","Growth2019","home",10.4740468096257
"1970","AB_12","AB_12_Vermont","Vermont","Growth2019","away",10.0118847331687
"1971","AB_16","AB_16_Vermont","Vermont","Growth2019","home",10.9570939569114
"1972","AB_16","AB_16_Vermont","Vermont","Growth2019","away",11.6985293467032
"1973","AB_18","AB_18_Vermont","Vermont","Growth2019","home",11.3234469671038
"1974","AB_18","AB_18_Vermont","Vermont","Growth2019","away",9.58568539186015
"1975","ALB_01","ALB_01_Vermont","Vermont","Growth2019","home",9.68776069463278
"1976","ALB_01","ALB_01_Vermont","Vermont","Growth2019","away",10.8793019629864
"1977","ALB_02","ALB_02_Vermont","Vermont","Growth2019","home",8.50833152214342
"1978","ALB_02","ALB_02_Vermont","Vermont","Growth2019","away",9.52998627215884
"1979","ALB_03","ALB_03_Vermont","Vermont","Growth2019","home",12.439762097108
"1980","ALB_03","ALB_03_Vermont","Vermont","Growth2019","away",11.2648207317943
"1981","ALB_05","ALB_05_Vermont","Vermont","Growth2019","home",10.1300466343163
"1982","ALB_05","ALB_05_Vermont","Vermont","Growth2019","away",9.72274565656278
"1983","ALB_06","ALB_06_Vermont","Vermont","Growth2019","home",10.6706183383739
"1984","ALB_06","ALB_06_Vermont","Vermont","Growth2019","away",11.8912887311071
"1985","APP_01","APP_01_Vermont","Vermont","Growth2019","home",9.19633187276222
"1986","APP_01","APP_01_Vermont","Vermont","Growth2019","away",8.82537374600832
"1987","APP_02","APP_02_Vermont","Vermont","Growth2019","home",9.63861781244573
"1988","APP_02","APP_02_Vermont","Vermont","Growth2019","away",9.72274565656278
"1989","APP_03","APP_03_Vermont","Vermont","Growth2019","home",9.24080744722216
"1990","APP_03","APP_03_Vermont","Vermont","Growth2019","away",8.82518926513673
"1991","APP_04","APP_04_Vermont","Vermont","Growth2019","home",9.37832654683472
"1992","APP_04","APP_04_Vermont","Vermont","Growth2019","away",8.22886042743223
"1993","APP_05","APP_05_Vermont","Vermont","Growth2019","home",10.8377041378099
"1994","APP_05","APP_05_Vermont","Vermont","Growth2019","away",10.1586175234312
"1995","APP_06","APP_06_Vermont","Vermont","Growth2019","home",10.8180469849351
"1996","APP_06","APP_06_Vermont","Vermont","Growth2019","away",9.86731519486573
"1997","ASC_01","ASC_01_Vermont","Vermont","Growth2019","home",8.16433134683403
"1998","ASC_01","ASC_01_Vermont","Vermont","Growth2019","away",10.6919150344003
"1999","ASC_02","ASC_02_Vermont","Vermont","Growth2019","home",10.0994631883769
"2000","ASC_02","ASC_02_Vermont","Vermont","Growth2019","away",10.68654
"2001","ASC_03","ASC_03_Vermont","Vermont","Growth2019","home",9.835189
"2002","ASC_03","ASC_03_Vermont","Vermont","Growth2019","away",10.3974
"2003","ASC_04","ASC_04_Vermont","Vermont","Growth2019","home",11.35862
"2004","ASC_04","ASC_04_Vermont","Vermont","Growth2019","away",11.11855
"2005","ASC_05","ASC_05_Vermont","Vermont","Growth2019","home",11.01462
"2006","ASC_05","ASC_05_Vermont","Vermont","Growth2019","away",9.048088
"2007","ASC_06","ASC_06_Vermont","Vermont","Growth2019","home",9.638618
"2008","ASC_06","ASC_06_Vermont","Vermont","Growth2019","away",9.518661
"2009","BAL_01","BAL_01_Vermont","Vermont","Growth2019","home",12.58719
"2010","BAL_01","BAL_01_Vermont","Vermont","Growth2019","away",11.26482
"2011","BAL_02","BAL_02_Vermont","Vermont","Growth2019","home",10.03176
"2012","BAL_02","BAL_02_Vermont","Vermont","Growth2019","away",10.69192
"2013","BAL_03","BAL_03_Vermont","Vermont","Growth2019","home",10.27748
"2014","BAL_03","BAL_03_Vermont","Vermont","Growth2019","away",10.90523
"2015","BAL_04","BAL_04_Vermont","Vermont","Growth2019","home",9.048903
"2016","BAL_04","BAL_04_Vermont","Vermont","Growth2019","away",11.29988
"2017","BAL_05","BAL_05_Vermont","Vermont","Growth2019","home",10.81805
"2018","BAL_05","BAL_05_Vermont","Vermont","Growth2019","away",10.10826
"2019","BAL_10","BAL_10_Vermont","Vermont","Growth2019","home",9.589475
"2020","BAL_10","BAL_10_Vermont","Vermont","Growth2019","away",8.758949
"2021","BBE_01","BBE_01_Vermont","Vermont","Growth2019","home",12.34148
"2022","BBE_01","BBE_01_Vermont","Vermont","Growth2019","away",9.62532
"2023","BBE_02","BBE_02_Vermont","Vermont","Growth2019","home",10.67062
"2024","BBE_02","BBE_02_Vermont","Vermont","Growth2019","away",9.867315
"2025","BBE_03","BBE_03_Vermont","Vermont","Growth2019","home",7.96776
"2026","BBE_03","BBE_03_Vermont","Vermont","Growth2019","away",8.985363
"2027","BBE_04","BBE_04_Vermont","Vermont","Growth2019","home",12.29233
"2028","BBE_04","BBE_04_Vermont","Vermont","Growth2019","away",11.9185
"2029","BBE_05","BBE_05_Vermont","Vermont","Growth2019","home",11.40776
"2030","BBE_05","BBE_05_Vermont","Vermont","Growth2019","away",8.180671
"2031","BER_01","BER_01_Vermont","Vermont","Growth2019","home",12.19405
"2032","BER_01","BER_01_Vermont","Vermont","Growth2019","away",9.770936
"2033","BER_02","BER_02_Vermont","Vermont","Growth2019","home",10.76106
"2034","BER_02","BER_02_Vermont","Vermont","Growth2019","away",7.598789
"2035","BER_03","BER_03_Vermont","Vermont","Growth2019","home",12.93119
"2036","BER_03","BER_03_Vermont","Vermont","Growth2019","away",11.06522
"2037","BER_04","BER_04_Vermont","Vermont","Growth2019","home",11.6577
"2038","BER_04","BER_04_Vermont","Vermont","Growth2019","away",9.198682
"2039","BER_05","BER_05_Vermont","Vermont","Growth2019","home",12.53805
"2040","BER_05","BER_05_Vermont","Vermont","Growth2019","away",10.34921
"2041","BER_06","BER_06_Vermont","Vermont","Growth2019","home",9.135109
